book_idx,Book-Title,Book-Author
25705,Hotel Pastis: A Novel of Provence,Peter Mayle
29564,The Death and Life of Bobby Z,Don Winslow
34601,Medieval in LA: A Fiction,Jim Paul
30752,Cold Blooded,Lisa Jackson
127,SPOON RIVER ANTHOLOGY,Edgar Lee Masters
6773,Your Blues Ain't Like Mine,BEBE MOORE CAMPBELL
21546,The Feminine Face of God : The Unfolding of the Sacred in Women,SHERRY RUTH ANDERSON
25834,"Illuminata: Thoughts, Prayers, Rites of Passage",Marianne Williamson
31413,Each Day a New Beginning: Daily Meditations for Women,Hazelden Publishing
32196,Rome Sweet Home: Our Journey to Catholicism,Scott Hahn
33727,According to Mary Magdalene,Marianne Fredriksson
36329,Body Art (Narrativa),Don Delillo
36335,La Joven de Las Naranjas,Jostein Gaarder
24404,Apollo 13 : Lost Moon,Jim Lovell
24631,NIGHT OF FOX,Jack Higgins
6971,The Broken Hearts Club (Conrad Voort Novels (Paperback)),Ethan Black
3435,A Midsummer Night's Dream (The Pelican Shakespeare),William Shakespeare
10188,The Growing Pains of Adrian Mole,Sue Townsend
18509,The Second Assassin,Christopher Hyde
20480,Flags of Our Fathers: Heroes of Iwo Jima,James Bradley
26850,Living the 7 Habits : The Courage to Change,Stephen R. Covey
34189,The Company: A Novel of the CIA,Robert Littell
3770,A Book of Luminous Things: An International Anthology of Poetry,Czeslaw Milosz
5769,The Wine of Angels,Phil Rickman
13790,Property of,Alice Hoffman
19013,Savage Love: Straight Answers from America's Most Popular Sex Columnist,Dan Savage
23395,"Taste of Honey (Goudge, Eileen. Carson Spring Series, Bk. 2.)",Eileen Goudge
26872,Transformation Soup : Healing for the Splendidly Imperfect,Sark
27623,Prosperity Pie : How to Relax About Money and Everything Else,SARK
32978,Fulfillment,Barbara Delinsky
15553,Chindi,Jack McDevitt
20324,Creature,John Saul
30617,The Summoning,Bentley Little
5839,Playmaker,Thomas Keneally
34323,Father Brown: Selected Stories (Wordsworth Collection),G. K. Chesterton
7589,ROME'S REVENGE (Harlequin Presents),Sara Craven
7842,"Bodyguard'S Baby (Top Secret Babies) (Harlequin Intrigue, No 597)",Simon Webb
7845,"Best - Kept Secrets (Fools Point) (Intrigue, 602)",Dani Sinclair
7846,"Private Vows (On The Edge) (Intrigue, 603)",Sally Steward
7861,"Unconditional Surrender (Trueblood, Texas) (Intrigue, 621)",Joanna Wayne
7868,"In His Wife'S Name (Harlequin Intrigue, No. 631)",Joyce Sullivan
7887,"HOWLING IN THE DARKNESS (MORIAH'S LANDING) (Harlequin Intrigue, No. 654)",B.J. Daniels
8602,Rancher Takes A Wife (Montana Mavericks #5) (Montana Mavericks),Jackie Merritt
9269,Harlequin Romance 2-In-1 Collection (Collector's Edition 2 in 1),Debbie Macomber
11001,How to Marry a Marquis (Avon Romantic Treasure),Julia Quinn
11065,A Secret Love (Cynster Novels),Stephanie Laurens
13830,If I Had You,Lynn Kurland
14790,The Wedding Gamble,Cait Logan
15025,The Secret Lover,Julia London
18356,Wild Ecstasy,Cassie Edwards
19394,Dreams of an Eagle (Paranormal Romance),Lori Handeland
19413,The Changeling Bride (Timeswept),Lisa Cach
19449,Bethany's Song,Susan Plunkett
19452,Taken by You,Connie Mason
19454,Out of the Blue,Katherine Deauxville
19804,Destiny,Maggie Shayne
21757,Prince of Wolves,Susan Krinard
21771,The Redhead and the Preacher,Sandra Chastain
27778,Scandalous (Banning Sisters Trilogy),Karen Robards
28827,Dangerous,Fabio
30649,Charmed,Catherine Hart
31090,The Perfect Wife,Victoria Alexander
31108,Half-Breed's Lady,Bobbi Smith
31126,Savage Fires,Cassie Edwards
31132,Velvet &amp; Steel,Sylvie Sommerfield
31149,Night Raven,Elaine Barbieri
31165,Scandalous,Ronda Thompson
31199,The Dragon Lord,Connie Mason
31200,The Marriage Bed,Claudia Dain
31201,Something More,Winnie Griggs
31231,Body Electric,Susan Squires
32931,The Widow,Anne Stuart
32949,Conspiracy,Jasmine Cresswell
22553,If You Only Knew (The Friendship Ring Series),Rachel Vail
25480,The BURNING (FEAR STREET SAGA 3),R.L. Stine
13012,Under Fire,W. E. B. Griffin
858,A Hat Full of Sky,Terry Pratchett
5733,Gsilent People,Walter Macken
28307,Losing My Virginity: The Autobiography,Richard Branson
14678,The Misbegotten Son: A Serial Killer and His Victims : The True Story of Arthur J. Shawcross,Jack Olsen
18412,Gal: A True Life,Ruthie Bolton
24226,PETALS ON WIND (Dollanger Saga (Paperback)),V. C. Andrews
4733,The Fallon Blood,Reagan O'Neal
8523,Devil'S Own,Kenneth T. Brown
12997,McNally's Chance,Lawrence Sanders
14680,Legacy of Secrets,Elizabeth Adler
17006,Danger,Dick Francis
17112,Hot Money,Dick Francis
17117,Flying Finish,Dick Francis
20930,Hold the Dream,Barbara Bradford Taylor
32688,Rising Tides,Emilie Richards
6653,"King Javan's Year (Heirs of Saint Camber, Vol 2)",Katherine Kurtz
20092,Always Coming Home (California Fiction),Ursula K. Le Guin
28447,Tales from the Left Coast : True Stories of Hollywood Stars and Their Outrageous Politics,JAMES HIRSEN
35350,Simple Storys,Ingo Schulze
35603,Mein Name ist Luz.,Elsa Osorio
35805,"Panter, Tiger &amp; Co.",Tucholsky
36037,Mehr.,Selim Ã?Â?zdogan
16549,"The Lady of the Sorrows : The Bitterbynde Book II (The Bitterbynde, Book 2)",Cecilia Dart-Thornton
2174,Girl Goddess #9 : Nine Stories,Francesca Lia Block
3974,The Wonderful Wizard of Oz (Oxford World's Classics),L. Frank Baum
9960,Stage Fright on a Summer Night (Magic Tree House #25),Mary Pope Osborne
16746,"The Masked Monkey (Hardy Boys Mystery Stories, 51)",Franklin W. Dixon
23023,"The Rising Force (Star Wars: Jedi Apprentice, Book 1)",Dave Wolverton
33220,"Taste Berries for Teens - Inspirational short stories and encouragement on life, love, friendship and tough issues",Bettie Youngs
2386,A Fringe of Leaves,Patrick White
21248,The Dog Who Wouldn't Be,FARLEY MOWAT
34292,Happiness TM (Building Business Skills),Will Ferguson
17140,Surfacing,Margaret Atwood
18893,The Classic Slave Narratives,Henry Louis Gates
26110,Sexing the Cherry (Vintage International),Jeanette Winterson
29416,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt
28966,A Kiss Before Dying,Ira Levin
15916,Earl Mindell's Vitamin Bible Revised and Updated,Earl Mindell
9590,The Language Police:  How Pressure Groups Restrict What Students Learn,DIANE RAVITCH
10800,"Black Heart, Ivory Bones",Ellen Datlow
19155,The Drama of the Gifted Child: The Search for the True Self,Alice Miller
27167,Do Fish Drink Water? : Puzzling and Improbable Questions and Answers,Bill McLain
27768,War Letters : Extraordinary Correspondence from American Wars,Andrew Carroll
34732,Knock,Jules Romains
34741,Histoires Extraordinaires,Edgar Allan Poe
34753,La Mort est mon mÃ?Â©tier,Robert Merle
35819,Die New York- Trilogie.,Paul Auster
19824,Blind Instinct,Robert W. Walker
23758,The Silent Cradle,Margaret Cuthbert
7089,Windchill Summer: A Novel (Ballantine Reader's Circle),Norris Church Mailer
29578,Before Women Had Wings,CONNIE MAY FOWLER
33188,A 2nd Helping of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,Jack Canfield
3987,What Does It All Mean?: A Very Short Introduction to Philosophy,Thomas Nagel
32258,Sacred Journey of the Peaceful Warrior,Dan Millman
33582,Inside a Witches' Coven (Llewellyn's Modern Witchcraft Series),Edain McCoy
34544,The Woman With the Alabaster Jar: Mary Magdalen and the Holy Grail,Margaret Starbird
1628,X-Files: Skin (The X-Files),Ben Mezrich
2056,Scary Stories 3 : More Tales to Chill Your Bones (Scary Stories),Alvin Schwartz
7872,"Midnight Burning (Harlequin Intrigue, No. 635)",Caroline Burnes
14871,This Dog for Hire: A Rachel Alexander and Dash Mystery (Rachel Alexander &amp; Dash Mysteries (Paperback)),Carol Lea Benjamin
18593,The Catswold Portal,Shirley Rousseau Murphy
375,Out of the Blue: Delight Comes into Our Lives,Mark Victor Hansen
19242,Treasure Island (Dover Thrift Editions),Robert Louis Stevenson
19258,The Secret Garden (Dover Children's Thrift Classics),Frances Hodgson Burnett
36418,La Compagnia,Benni
1205,All About Love: New Visions,bell hooks
1268,"Dreyfus Affair : Love Story, A",Peter Lefcourt
4062,"Cute, Quaint, Hungry and Romantic: The Aesthetics of Consumerism",Daniel Harris
9827,A General Theory of Love (Vintage),Thomas Lewis
14623,The Shortest Way to Hades (Scholastic Biography),SARAH CAUDWELL
15451,Rose Daughter,Robin McKinley
21601,The Beekeeper's Apprentice,LAURIE R. KING
23373,The Lord of the Rings,J. R. R. Tolkien
29146,The Last Samurai,Helen Dewitt
30218,Tam Lin (The Fairy Tale Series),Pamela Dean
33448,Reader's Block (American Literature (Dalkey Archive)),David Markson
10923,A Crooked Little House : An E.J. Pugh Mystery,Susan Roger Cooper
17949,The Store,Bentley Little
32791,Lost (Mira),Helen Myers
21628,"Your Basic Nightmare (Sweet Valley High Senior Year, 6)",Francine Pascal
21744,"Take Back the Night (Sweet Valley University, No 11)",Francine Pascal
21814,"Too Hot to Handle (Sweet Valley High, No 136)",Francine Pascal
22568,"Fright Camp (Goosebumps Series 2000, No 8)",R. L. Stine
35271,Wolfsherz.,Wolfgang Hohlbein
35619,Der Fluch. Roman.,Richard Bachman
35650,Das Versteck.,Dean Koontz
35677,Der Magier. Der Sand der Zeit.,Wolfgang Hohlbein
35700,Der Sturm des Jahrhunderts.,Stephen King
30360,Frameshift,Robert J. Sawyer
32090,Swiss Family Robinson,Johann Wyss
5274,Sacred Ground,Barbara Wood
10002,Dark Fires: Steve &amp; Ginny Book 2,Rosemary Rogers
15424,Schismatrix Plus: Includes Schismatrix and Selected Stories from Crystal Express,Bruce Sterling
30196,"The Summoning God (The Anasazi Mysteries, Book 2)",Kathleen O'Neal Gear
12332,Angel,Barbara Taylor Bradford
12764,Harmful Intent,Robin Cook
20028,Scruples Two,Judith Krantz
20110,"Because It Is Bitter, and Because It Is My Heart",Joyce Carol Oates
25033,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical &amp; Financial Destiny!",Anthony Robbins
1811,Faith,Len Deighton
4825,Under Currents,Ridley Pearson
4829,Zebra Network,Sean Flannery
4927,Nevermore,William Hjortsberg
10495,The Bannerman Solution (Bannerman Novels),John R. Maxim
13411,The Man from Barbarossa,John Gardner
13512,Seafire,John E. Gardner
13858,Day of Reckoning,Jack Higgins
14643,The Brains of Rats,Michael Blumlein
16912,Labyrinth,Jon Land
17288,The Mark of the Assassin,Daniel Silva
17725,The Moscow Club,Joseph Finder
21851,The First Sacrifice,Thomas Gifford
24783,The Crosskiller,Marcel Montecino
25558,FOREVER AFTER,Roger Zelazny
28650,Fraud: Essays,David Rakoff
30161,"The Magic Engineer (Recluce series, Book 3)",L. E. Modesitt Jr.
6547,The Secret Pilgrim,John Le Carre
13296,The Anderson Tapes,Lawrence Sanders
17859,Higher Authority,Stephen White
18496,Without Sin,Charles Smithdeal
27982,"Goodnight, Irene",Jan Burke
4965,Wild Mountain Thyme,Rosamunde Pilcher
6882,Reunion,Alan Dean Foster
8211,The Vanishing Violinist (A Joan Spencer Mystery),Sara Hoskinson Frommer
10811,Moonwar,Ben Bova
11329,Injustice for All: A J.P. Beaumont Mystery,J.A. Jance
13516,The Saints of God Murders,Charles Meyer
13537,Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback)),Tom Clancy
14175,The Last Book in the Universe,Rodman Philbrick
14733,Staying Fat for Sarah Byrnes,Chris Crutcher
18007,"Play It Again, Spam: A Pennsylvania-Dutch Mystery With Recipes (Penn Dutch Murder Mysteries, 7)",Tamar Myers
18163,Confidence Woman,Judith Van Gieson
22087,Ancient Ones,KIRK MITCHELL
30203,Rogue Star (Firestar Saga (Paperback)),Michael Flynn
33011,Twice Burned (Mira Romantic Suspense),Jan Coffey
70,The Colour of Heaven,James Runcie
1072,Aphrodite: A Memoir of the Senses,Isabel Allende
2977,Home Truths: A Novella,David Lodge
3655,All the Names,Jose Saramago
3907,The Year of the Death of Ricardo Reis,Jose Saramago
3965,King Solomon's Mines (Oxford World's Classics),H. Rider Haggard
4633,The Inquisitor: A Novel,Catherine Jinks
4777,Child of the Prophecy (The Sevenwaters Trilogy),Juliet Marillier
5007,The House of the Vestals: The Investigations of Gordianus the Finder (House of Vestals),Steven Saylor
5182,Arms of Nemesis : A Novel of Ancient Rome (Roma Sub Rosa),Steven Saylor
10419,Jamaica Inn,Daphne Du Maurier
11938,El anatomista,Federico Andahazi
18667,Priestess Of Avalon,Marion Zimmer Bradley
18684,The Firebrand: A Novel,Marion Zimmer Bradley
18782,Complete Fairy Tales of Oscar Wilde,Oscar Wilde
19084,Miss Garnet's Angel,Salley Vickers
23255,The Law of Love,Laura Esquivel
26281,"East, West : Stories",SALMAN RUSHDIE
26385,Fury: A Novel,Salman Rushdie
26628,The BLACK ALBUM,Hanif Kureishi
30882,Mutts,Patrick McDonnell
33692,Siddhartha,Hermann Hesse
36507,Opus Nigrum,Marguerite Yourcenar
36509,Toda Mafalda,Quino
36533,O Diario De Um Mago,Paulo Coelho
5923,Split Infinity,Piers Anthony
4408,Bitter Grounds,Sandra Benitez
6506,California Gold,John Jakes
11149,Tokyo Suckerpunch : A Billy Chaka Adventure,Isaac Adamson
10067,The Crowd Pleasers,Rosemary Rogers
29022,Rock This!,Chris Rock
19272,Much Ado About Nothing (Dover Thrift Editions),William Shakespeare
24402,Lord of the Dead: The Secret History of Byron,Tom Holland
4595,An Unexpected Light : Travels in Afghanistan (Bestselling Backlist),Jason Elliot
23212,The Last Hours of Ancient Sunlight: Waking Up to Personal and Global Transformation,Thom Hartmann
23667,The REAL WORLD DIARIES,MTV
29837,"The Go-Girl Guide : Surviving Your 20s with Savvy, Soul, and Style",Julia  Bourland
31574,Low-Fat Living: Turn Off the Fat-Makers Turn on the Fat-Burners for Longevity Energy Weight Loss Freedom from Disease,Robert K. Cooper
34176,"The Lost Daughters of China: Abandoned Girls, Their Journey to America, and the Search for a Missing Past",Karin Evans
1780,All I Know About Animal Behaviori Learned in Loehmans Dressing Room,Erma Bombeck
3056,Park's Quest,Katherine Paterson
3490,Someone Like You,Sarah Dessen
3708,So You Want to Be a Wizard (Young Wizards (Paperback)),Diane Duane
6402,Split Infinity (Apprentice Adept (Paperback)),PIERS ANTHONY
10211,December Stillness,Mary Downing Hahn
10556,The Cure,Sonia Levitin
15337,The Girl Who Owned a City (Laurel-Leaf Science Fiction),O. T. Nelson
16320,Fool's War,Sarah Zettel
16346,Catspaw (Reissue),Joan D. Vinge
22911,Camp Fear,Carol Ellis
22941,Freak the Mighty,W. R. Philbrick
31246,Second Chance,Chet Williamson
31792,The Last Wizard (Novels of Crystal),Tanya Huff
577,Harold and the Purple Crayon 50th Anniversary Edition,Crockett Johnson
4661,An Egg on Three Sticks,Jackie Fischer
21157,"Inca Gold (Choose Your Own Adventure, No 85)",Jim Beckett
28675,"To Have and To Hold : A Novel (Green, Jane)",JANE GREEN
15181,The Cay,THEODORE TAYLOR
15191,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN
8329,"Sparhawk'S Angel (Harlequin Historical, No 315)",Miranda Jarrett
11237,The Lady Is Tempted,Cathy Maxwell
18093,The Swan Maiden,Susan King
19402,"Virtual Heaven (Perfect Heroes Series, 2)",Ann Lawrence
30801,The Lion in Glory (Zebra Historical Romance),Shannon Drake
33035,Trouble Becomes Her,Laura Van Wormer
34766,Vendredi Ou Les Limbes Du Pacifique (Folio Series Nuber 959),Michel Tournier
34800,La Petite Marchande de prose,Daniel Pennac
34842,Charlie Et LA Chocolaterie,Roald Dahl
34874,MÃ©taphysique des tubes: Roman,AmÃ©lie Nothomb
35016,L'herbe Bleue: Journal Intime d'une Jeune Droguee (Journal d'une jeune fille de 15 ans),Anonyme
6480,Setting Free the Bears,John Irving
12157,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi
29019,Indigo Slam: An Elvis Cole Novel (Elvis Cole Novels (Hardcover)),Robert Crais
34718,Une riviÃ?Â¨re verte et silencieuse,Hubert Mingarelli
34734,Les Raisins de la colÃ?Â¨re,John Steinbeck
34751,Le Voyageur Sans Bagage,Jean Anouilh
34929,Sahara,Zyke
34930,LÃ?Â©on l'Africain,Amin Maalouf
35032,Le portrait de Dorian Gray,Oscar Wilde
35115,Mon ange,Guillermo Rosales
5405,Bloom County Babylon : Five Years of Basic Naughtiness (Bloom County),Berkeley Breathed
23328,Hotel Honolulu,Paul Theroux
28322,"Sea of Silver Light (Otherland, Book 4)",Tad Williams
30289,In Legend Born (Sileria),Laura Resnick
28487,The Betrayal (Abram's Daughters),Beverly Lewis
33112,Some Wildflower in My Heart,Jamie Langston Turner
33118,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",Beverly Lewis
2193,Fire and Hemlock,Diana Wynne Jones
33730,"Excuse Me, Your Life Is Waiting: The Astonishing Power of Feelings",Lynn Grabhorn
22824,"Mom, You're Fired!",Nancy K. Robinson
23013,"You Can't Eat Your Chicken Pox, Amber Brown (Amber Brown (Paperback))",Paula Danziger
5279,True Believers : A Gregor Demarkian Mystery (A Gregor Demarkian Mystery),Jane Haddam
20222,The Blue Edge of Midnight,Jonathon King
20244,Bubbles Ablaze (Bubbles Books),Sarah Strohmeyer
6956,The Dean's List,Jon Hassler
27460,Doohickey : A Novel,Pete Hautman
7606,"On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348)",Sandra Field
7929,Under Lock And Key,Sylvie Kurtz
8139,"Breaking The Rules (Temptation, 797)",Jamie Denton
8141,"Restless (Blaze) (Harlequin Temptation, No 807)",Kimberly Raye
8798,"His Brother'S Bride (Men Of Glory) (Harlequin Superromance, No. 872)",Judith Bowen
8814,"That Summer Thing (Riverbend) (Superromance, 930)",Pamela Bauer
11113,Orphan Journey Home,Liza Ketchum
35068,Les Hommes Viennent De Mars Les Femmes,John Gray
35095,Plateforme,Michel Houellebecq
34241,WISH #1,Clamp
33525,Learning Perl (2nd Edition),Randal L. Schwartz
13282,The Lost Boys,Craig Shaw Gardner
29424,The Rishi,"Leo, Jr. Giroux"
30036,The House of Caine,Ken Eulo
33174,Wanted! Dumb Or Alive,Daniel Butler
35369,Die Verbrechen der Charlotte Bronte und das Geheimnis von Haworth.,James Tully
35380,Die WeltenzerstÃ?Â¶rer. Ein Darkover- Roman.,Marion Zimmer Bradley
35558,Sex and the City.,Candace Bushnell
3843,Delta Wedding: A Novel (A Harvest/Hbj Book),Eudora Welty
6176,The Lurking Fear and Other Stories,H. P. Lovecraft
19186,The Call of the Wild (Dover Thrift Editions),Jack London
21634,The Stories of Eva Luna,Isabel Allende
24189,CRY IN NIGHT,Mary Higgins Clark
1776,Homemade Sin (Callahan Garrity Mysteries (Paperback)),Kathy Hogan Trocheck
6074,Diva: A Novel,Delacorta
10679,Dune to Death (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim
10743,"Murder, My Suite (Bed-And-Breakfast Mysteries (Paperback))",Mary Daheim
13495,Death of a Postmodernist,Janice Steinberg
13582,She Came by the Book,Mary Wings
13717,She Came in Drag (Emma Victor Mysteries),Mary Wings
15123,My Name Is Not Angelica,Scott O'Dell
15329,Cat Ate My Gymsuit,Paula Danziger
16686,Stormy Weather,Carl Hiaasen
21343,Well-Schooled in Murder,Elizabeth George
